DateTime,salinite,conductivite,O2 (mL/L),ph,Fluorimetry (µg/L),turbidite
2022-02-13,36.0102,5.776084,3.6268,7.811,0.041,26.5552
2022-02-14,36.0047,5.758051,3.4772,7.839,0.0212,26.5538
2022-02-14,35.9557,5.736775,3.332,7.869,0.0624,26.6518
2022-02-14,35.9563,5.713473,3.0355,7.774,0.0471,26.5708
2022-02-14,35.9884,5.718834,3.2956,7.861,0.0456,26.829
2022-02-14,36.0101,5.81671,4.3691,7.976,0.0395,27.6044
2022-02-14,35.9872,5.851104,4.5193,7.983,0.057,27.9102
2022-02-14,35.9709,5.845379,4.4519,7.915,0.0509,27.4611
2022-02-14,36.0023,5.817367,3.9466,7.943,0.0418,27.5156
2022-02-15,36.0118,5.776611,3.3751,7.855,0.0524,27.9606
2022-02-15,36.0099,5.753878,3.0522,7.913,0.0372,28.1167
2022-02-15,36.0055,5.73613,2.8508,7.778,0.0448,28.2091
2022-02-15,35.9966,5.731273,2.7369,7.827,0.0257,28.2604
2022-02-15,35.9931,5.807534,3.6599,7.873,0.0402,27.9922
2022-02-15,35.9869,5.88791,4.5714,7.994,0.0654,27.6223
2022-02-15,35.978,5.93258,4.8447,8.013,0.0585,27.3934
2022-02-15,35.9859,5.924102,4.4209,7.994,0.0265,27.3623
2022-02-16,35.9596,5.858346,3.7325,7.885,0.0395,27.6108
2022-02-16,35.9321,5.806068,2.9752,7.826,0.0425,27.7765
2022-02-16,35.9015,5.768951,2.7071,7.827,0.054,27.6479
2022-02-16,35.9566,5.762308,2.5943,7.819,0.0425,27.6749
2022-02-16,35.9371,5.813302,3.3011,7.927,0.0303,27.4959
2022-02-16,35.835,5.8536,3.9705,7.939,0.0364,27.1576
2022-02-16,35.6812,5.84949,4.4984,7.91,0.0524,27.0798
2022-02-16,35.6814,5.837818,4.2203,7.901,0.0372,27.0995
2022-02-17,35.6615,5.772122,3.4932,7.841,0.0532,27.3105
2022-02-17,35.7296,5.741163,3.1031,7.828,0.0654,27.5046
2022-02-17,35.7495,5.726322,2.853,7.868,0.0326,27.5628
2022-02-17,35.7722,5.722511,2.8963,7.865,0.0418,27.517
2022-02-17,35.7918,5.819644,4.1003,8.073,0.0212,27.2396
2022-02-17,35.7465,5.822499,4.3816,7.982,0.0379,27.4795
2022-02-17,35.7895,5.794385,4.1312,7.905,0.0356,27.2254
2022-02-17,35.8132,5.76776,3.5201,7.871,0.0395,27.0405
2022-02-18,35.8163,5.738844,3.1129,7.837,0.0524,27.1151
2022-02-18,35.8281,5.729873,3.3027,7.849,0.0433,27.2556
2022-02-18,35.8193,5.70868,3.0538,7.829,0.041,27.5115
2022-02-18,35.6929,5.674621,3.2551,7.855,0.0334,27.6191
2022-02-18,35.8242,5.792508,4.3794,7.955,0.0425,27.333
2022-02-18,35.8888,5.809555,4.3579,7.957,0.0562,29.2011
2022-02-18,35.7771,5.747821,3.9974,7.923,0.0372,29.3133
2022-02-18,35.8709,5.721981,3.4447,7.883,0.0387,29.3137
2022-02-19,35.9313,5.724863,3.253,7.841,0.0501,29.3124
2022-02-19,35.9556,5.733937,3.2596,7.851,0.0532,29.3142
2022-02-19,35.9748,5.725254,3.125,7.835,0.0639,29.3156
2022-02-19,35.9545,5.730281,3.4309,7.859,0.0456,29.3133
2022-02-19,35.9662,5.82391,4.476,7.96,0.0501,29.2538
2022-02-19,35.9821,5.833408,4.4968,7.965,0.0418,29.3137
2022-02-19,35.9954,5.818878,4.2439,7.976,0.0501,29.2831
2022-02-19,36.0067,5.772394,3.4449,7.869,0.0372,29.3133
2022-02-20,36.0083,5.765236,3.2151,7.853,0.0379,29.3142
2022-02-20,35.9978,5.748886,3.1054,7.84,0.0356,29.311
2022-02-20,35.9674,5.74183,3.2088,7.895,0.0425,29.3128
2022-02-20,35.9228,5.743549,3.3953,7.8,0.041,29.316
2022-02-20,35.9206,5.83054,4.5491,7.982,0.025,29.3151
2022-02-20,35.9103,5.826804,4.5312,7.983,0.0364,29.3137
2022-02-20,35.9031,5.82313,4.3533,7.939,0.044,29.3124
2022-02-20,35.9109,5.779524,3.6977,7.914,0.0547,29.3115
2022-02-21,35.9195,5.737976,3.1527,7.824,0.0242,29.3142
2022-02-21,35.9099,5.735212,3.2441,7.85,0.0242,29.3147
2022-02-21,35.9091,5.730565,3.1128,7.872,0.0356,29.3119
2022-02-21,35.9129,5.741468,3.38,7.914,0.0303,29.3119
2022-02-21,35.9107,5.838535,4.5842,7.963,0.0479,29.0826
2022-02-21,35.9482,5.85336,4.4702,7.973,0.0364,29.0606
2022-02-21,35.9437,5.824446,4.2461,7.972,0.0341,29.1
2022-02-21,35.9564,5.796033,3.6553,7.942,0.044,29.0015
2022-02-22,35.9626,5.764505,3.1014,7.947,0.0166,29.0524
2022-02-22,35.9645,5.745338,2.9102,7.75,0.0494,29.1288
2022-02-22,35.9756,5.736415,2.9543,7.768,0.0135,29.1334
2022-02-22,35.9693,5.753899,3.4796,7.891,0.0662,29.1531
2022-02-22,35.9682,5.848801,4.494,7.89,0.0402,28.8015
2022-02-22,35.9723,5.882929,4.619,7.893,0.0295,28.2078
2022-02-22,35.8638,5.817243,3.8956,7.837,0.028,28.0929
2022-02-22,35.8811,5.801901,3.4425,7.797,0.028,28.0828
2022-02-23,35.918,5.778854,3.0763,7.766,0.0265,28.0352
2022-02-23,35.9364,5.760795,3.0202,7.782,0.0387,27.8878
2022-02-23,35.946,5.750922,3.0313,7.753,0.0448,27.7596
2022-02-23,35.9333,5.758207,3.3339,7.798,0.0295,27.1013
2022-02-23,35.9415,5.825384,4.3635,7.868,0.0608,26.8418
2022-02-23,35.9284,5.896995,4.891,7.922,0.0356,26.5355
2022-02-23,35.9244,5.891608,4.3812,7.9,0.0242,25.782
2022-02-23,35.917,5.827765,3.6077,7.763,0.0562,25.9899
2022-02-24,35.9318,5.793167,3.2863,7.742,0.0326,26.0535
2022-02-24,35.9507,5.763293,2.8841,7.725,0.0295,26.0398
2022-02-24,35.9486,5.758133,2.9064,7.682,0.0288,26.1084
2022-02-24,35.957,5.752794,3.1482,7.762,0.0257,26.0576
2022-02-24,35.9703,5.845356,4.3468,7.86,0.0166,25.7683
2022-02-24,35.9572,5.891859,4.633,7.893,0.0395,25.5637
2022-02-24,35.9396,5.862559,4.2639,7.853,0.0372,25.6475
2022-02-24,35.9522,5.791772,3.6027,7.786,0.0295,25.7363
2022-02-25,35.9616,5.775051,3.3556,7.776,0.0685,26.6358
2022-02-25,35.9849,5.767184,3.3006,7.767,0.044,25.7546
2022-02-25,35.9937,5.767727,3.4394,7.782,0.0158,25.3623
2022-02-25,35.9842,5.797716,3.9093,7.846,0.0372,27.5234
2022-02-25,35.9751,5.848438,4.2933,7.887,0.0433,27.1952
2022-02-25,35.987,5.891321,4.3056,7.887,0.0608,27.7706
2022-02-25,35.9822,5.886285,4.1712,7.821,0.0547,27.5564
2022-02-25,35.9738,5.851671,3.5517,7.841,0.0486,28.3364
2022-02-26,35.9697,5.817019,3.4275,7.832,0.0654,28.0746
2022-02-26,35.9653,5.795589,3.3708,7.831,0.0448,27.2391
2022-02-26,35.9638,5.778456,3.2889,7.815,0.0425,27.6557
2022-02-26,35.9659,5.797761,3.7347,7.871,0.0425,27.8777
2022-02-26,35.9635,5.847794,4.3121,7.913,0.0669,28.1647
2022-02-26,35.9694,5.884197,4.4817,7.915,0.0486,27.9276
2022-02-26,35.9749,5.879589,4.371,7.915,0.0768,27.9043
2022-02-26,35.9795,5.820948,3.5282,7.864,0.0547,28.1835
2022-02-27,35.9778,5.799655,3.2112,7.83,0.0425,28.2636
2022-02-27,35.9607,5.79457,3.0358,7.818,0.0624,28.3373
2022-02-27,35.9586,5.788523,3.0349,7.797,0.054,28.3895
2022-02-27,35.9608,5.791463,3.0456,7.818,0.0654,28.4353
2022-02-27,35.9787,5.863644,4.2959,7.89,0.054,28.135
2022-02-27,35.9848,5.880249,4.4198,7.851,0.0624,27.951
2022-02-27,35.9895,5.862849,4.2447,7.887,0.0562,28.0508
2022-02-27,35.9963,5.803489,3.4208,7.835,0.054,28.2192
2022-02-28,36.0003,5.788569,3.2823,7.841,0.0585,29.2977
2022-02-28,36.0041,5.77387,3.1254,7.818,0.0547,29.2103
2022-02-28,36.0009,5.760503,3.1177,7.825,0.0646,29.3133
2022-02-28,35.9995,5.779556,3.4606,7.843,0.0799,29.3133
2022-02-28,35.9935,5.845508,4.2737,7.907,0.054,29.0093
2022-02-28,35.9907,5.857308,4.2091,7.923,0.0486,28.9063
2022-02-28,35.9949,5.874657,4.2993,7.905,0.0395,29.0295
2022-02-28,35.9999,5.799987,3.3513,7.839,0.0654,29.3101
2022-03-01,36.0047,5.782585,3.2641,7.84,0.0685,29.3137
2022-03-01,35.9863,5.765687,3.0973,7.82,0.0662,29.3128
2022-03-01,35.9719,5.735439,2.9131,7.767,0.0524,29.3105
2022-03-01,35.9727,5.735619,3.2563,7.721,0.0646,29.3147
2022-03-01,35.9794,5.837122,4.2622,7.826,0.0501,28.9375
2022-03-01,35.9849,5.881821,4.4477,7.856,0.0532,28.6175
2022-03-01,35.9932,5.883605,4.4274,7.909,0.0501,28.4426
2022-03-01,36.0037,5.806689,3.531,7.818,0.0601,28.6216
2022-03-02,36.0033,5.77863,3.1295,7.802,0.0494,28.7452
2022-03-02,35.9869,5.762677,3.0793,7.81,0.0501,28.7301
2022-03-02,35.9889,5.745444,2.8507,7.74,0.0532,28.742
2022-03-02,35.997,5.746338,3.0902,7.821,0.0372,28.6623
2022-03-02,35.9958,5.837622,4.1909,7.879,0.0616,28.325
2022-03-02,35.9824,5.856929,4.331,7.904,0.0395,28.1538
2022-03-02,35.9748,5.854255,4.2421,7.87,0.0517,28.1382
2022-03-02,35.9857,5.795974,3.3767,7.831,0.0265,28.2471
2022-03-03,35.9914,5.787182,3.2435,7.824,0.0387,28.3904
2022-03-03,35.98,5.777846,3.1255,7.818,0.0425,28.4188
2022-03-03,35.968,5.763662,3.1064,7.812,0.0555,28.7356
2022-03-03,35.9702,5.77582,3.3254,7.831,0.0715,28.7708
2022-03-03,35.9544,5.8329,4.1574,7.893,0.0646,28.5218
2022-03-03,35.9646,5.8403,4.2254,7.91,0.0509,28.4779
2022-03-03,35.9607,5.847627,4.2102,7.901,0.0654,28.411
2022-03-03,35.9761,5.813605,3.4055,7.84,0.0524,28.5332
2022-03-04,35.9695,5.787061,3.0885,7.81,0.0433,28.6028
2022-03-04,35.9742,5.773071,3.1801,7.83,0.044,28.5914
2022-03-04,35.9832,5.759818,3.0632,7.824,0.054,28.5557
2022-03-04,35.9953,5.772996,3.3913,7.795,0.0379,28.5525
2022-03-04,35.9909,5.863379,4.3907,7.861,0.0471,28.167
2022-03-04,35.9892,5.861332,4.2177,7.879,0.0654,28.1267
2022-03-04,35.9963,5.843547,4.0887,7.837,0.0509,28.2041
2022-03-04,36.0044,5.807497,3.5471,7.783,0.0639,28.3456
2022-03-05,36.0151,5.763844,3.053,7.82,0.0723,28.5204
2022-03-05,35.9976,5.76352,3.1027,7.734,0.0471,28.4188
2022-03-05,36.0025,5.753712,2.9313,7.801,0.041,28.4275
2022-03-05,36.019,5.738263,2.8933,7.823,0.0387,28.4042
2022-03-05,36.014,5.813628,3.9806,7.896,0.0509,28.4765
2022-03-05,35.9984,5.85524,4.2151,7.875,0.0395,27.8438
2022-03-05,36.0045,5.848136,3.9936,7.89,0.0654,28.043
2022-03-05,36.0056,5.835799,3.5795,7.865,0.0768,27.9189
2022-03-06,36.0106,5.808826,3.0464,7.732,0.041,27.9322
2022-03-06,36.0071,5.779383,2.7977,7.815,0.0387,27.8535
2022-03-06,36.0045,5.764581,2.7596,7.695,0.041,28.0274
2022-03-06,36.006,5.778276,3.0869,7.845,0.0517,27.9468
2022-03-06,36.0018,5.83567,3.9813,7.786,0.0524,27.8434
2022-03-06,35.9789,5.851384,4.0812,7.839,0.0372,27.6401
2022-03-06,35.9982,5.837319,3.8281,7.792,0.054,27.6685
2022-03-06,36.0007,5.809188,3.2907,7.856,0.0395,27.7688
2022-03-07,35.9991,5.794164,3.1073,7.789,0.0585,27.7404
2022-03-07,36.0051,5.782856,3.1931,7.815,0.0585,27.7495
2022-03-07,36.0061,5.779835,3.2291,7.755,0.054,27.7267
2022-03-07,36.0063,5.799769,3.6132,7.86,0.0578,27.6992
2022-03-07,36.0075,5.837274,3.9588,7.831,0.0227,27.5339
2022-03-07,36.0132,5.863584,4.0983,7.864,0.0501,27.4154
2022-03-07,36.0127,5.851862,3.8003,7.827,0.0219,27.3353
2022-03-07,36.0144,5.812715,3.2623,7.787,0.012,27.1357
2022-03-08,36.0135,5.802727,3.044,7.787,0.028,26.9585
2022-03-08,36.0099,5.792664,2.9688,7.74,0.0555,28.7855
2022-03-08,36.0122,5.781787,3.0225,7.742,0.0418,27.8182
2022-03-08,36.0094,5.799512,3.4364,7.833,0.0494,27.7349
2022-03-08,36.0138,5.840346,4.0432,7.842,0.054,27.6296
2022-03-08,36.0117,5.855634,4.1438,7.887,0.057,27.7157
2022-03-08,36.0188,5.857552,3.8795,7.852,0.0669,27.5019
2022-03-08,36.0175,5.827888,3.4096,7.83,0.0585,27.615
2022-03-09,36.0247,5.7943,2.8219,7.739,0.054,29.3147
2022-03-09,36.0217,5.795952,2.827,7.775,0.0677,29.3128
2022-03-09,36.0203,5.782759,2.6762,7.741,0.0631,29.3137
2022-03-09,36.0212,5.775798,2.8075,7.756,0.0486,29.3137
2022-03-09,36.0246,5.850188,4.0301,7.879,0.0761,29.3156
2022-03-09,36.0252,5.875568,4.2646,7.879,0.0616,29.3133
2022-03-09,36.0106,5.844842,3.95,7.841,0.0669,29.311
2022-03-09,36.022,5.814973,3.2769,7.792,0.0601,29.3142
2022-03-10,36.0273,5.789309,2.9206,7.763,0.0753,29.3128
2022-03-10,36.0051,5.769247,2.9232,7.743,0.0593,29.3137
2022-03-10,36.0147,5.768525,2.9696,7.794,0.0486,29.3096
2022-03-10,36.01,5.785524,3.2799,7.839,0.073,29.3156
2022-03-10,36.021,5.864866,4.1942,7.912,0.0639,29.3133
2022-03-10,36.0364,5.878042,4.3188,7.922,0.054,29.3096
2022-03-10,36.0336,5.856256,-0.7673,7.897,0.054,29.3142
2022-03-10,36.036,5.823496,-0.7903,7.804,0.054,29.3133
2022-03-11,36.0316,5.791978,-0.7381,7.768,0.0753,29.3128
2022-03-11,36.036,5.781704,-0.7575,7.787,0.0524,29.3105
2022-03-11,36.0385,5.775347,-0.7389,7.785,0.044,29.3147
2022-03-11,36.0374,5.792966,-0.7936,7.859,0.0707,29.3128
2022-03-11,36.0382,5.840074,-0.7261,7.909,0.0601,29.3137
2022-03-11,36.0376,5.916262,-0.7723,7.931,0.0334,29.3169
2022-03-11,36.0447,5.910936,-0.7153,7.903,0.0631,29.3128
2022-03-11,36.0485,5.855764,-0.727,7.845,0.0723,29.3156
2022-03-12,36.051,5.810442,-0.7417,7.8,0.0738,29.3128
2022-03-12,36.054,5.790116,-0.7572,7.823,0.0555,29.3119
2022-03-12,36.0522,5.77549,-0.7389,7.804,0.0768,29.3133
2022-03-12,36.0504,5.799144,-0.729,7.87,0.0662,29.3124
2022-03-12,36.0514,5.837865,-0.774,7.912,0.0692,29.3119
2022-03-12,36.0463,5.871335,-0.7431,7.931,0.0631,29.3133
2022-03-12,36.0513,5.842095,-0.7774,7.886,0.0616,29.3128
2022-03-12,36.053,5.813977,-0.773,7.859,0.0768,29.3128
2022-03-13,36.0494,5.800524,-0.7285,7.837,0.0646,29.3119
2022-03-13,36.0511,5.789822,-0.7362,7.839,0.0913,29.3128
2022-03-13,36.0595,5.774376,-0.7727,7.807,0.0814,29.3142
2022-03-13,36.0602,5.7898,-0.7337,7.885,0.0883,29.3115
2022-03-13,36.0542,5.88975,-0.7158,7.933,0.0654,29.3119
2022-03-13,36.0622,5.906327,-0.7222,7.974,0.0509,29.3151
2022-03-13,36.0546,5.86285,-0.7431,7.945,0.0456,29.3147
2022-03-13,36.0616,5.828388,-0.764,7.906,0.0921,29.3101
2022-03-14,36.0622,5.80386,-0.7305,7.884,0.0746,29.3119
2022-03-14,36.0697,5.795931,-0.7619,7.889,0.0662,29.3133
2022-03-14,36.0712,5.782519,-0.7603,7.906,0.0753,29.3147
2022-03-14,36.0741,5.798548,-0.782,7.948,0.0791,29.311
2022-03-14,36.0768,5.881823,-0.7409,8.026,0.0624,29.3119
2022-03-14,36.0892,5.910321,-0.721,8.039,0.0608,29.3128
2022-03-14,36.0863,5.915434,-0.7185,8.038,0.0738,29.3137
2022-03-14,36.0888,5.861418,-0.7715,7.957,0.0791,29.3119
2022-03-15,36.0934,5.835672,-0.7664,7.953,0.0654,29.3137
2022-03-15,36.1049,5.807258,-0.7659,7.955,0.0753,29.3137
2022-03-15,36.1089,5.796814,-0.7342,7.945,0.0746,29.3124
2022-03-15,36.106,5.798217,-0.7759,7.996,0.0654,29.3119
2022-03-15,36.1119,5.892463,-0.7211,8.092,0.0616,29.3128
2022-03-15,36.1207,5.925986,-0.7616,8.108,0.0562,29.3137
2022-03-15,36.1341,5.945948,-0.7539,8.063,0.0875,29.3087
2022-03-15,36.1306,5.914773,-0.7495,8.01,0.0624,29.311
2022-03-16,36.1194,5.837625,-0.7694,7.966,0.0669,29.3151
2022-03-16,36.1231,5.810761,-0.7288,7.934,0.0639,29.3142
2022-03-16,36.1274,5.792184,-0.7694,7.919,0.0654,29.3087
2022-03-16,36.1343,5.796,-0.748,7.983,0.0662,29.3147
2022-03-16,36.1283,5.907233,-0.71,8.14,0.073,29.3119
2022-03-16,36.1158,5.955905,-0.7338,8.13,0.0616,29.3119
2022-03-16,36.112,5.95963,-0.7382,8.075,0.0517,29.3156
2022-03-16,36.1173,5.910451,-0.7583,7.998,0.0639,29.3128
2022-03-17,36.1114,5.839796,-0.7607,8.002,0.0685,29.3137
2022-03-17,36.1145,5.834697,-0.7257,8.009,0.0601,29.3128
2022-03-17,36.112,5.827686,-0.7753,7.998,0.0662,29.3078
2022-03-17,36.1153,5.838048,-0.7347,8.064,0.0692,29.3142
2022-03-17,36.1105,5.877057,-0.7703,8.168,0.0654,29.3096
2022-03-17,36.115,5.872771,-0.7354,8.128,0.0501,29.3128
2022-03-17,36.1109,5.865482,-0.7664,8.111,0.0524,29.3147
2022-03-17,36.1162,5.84436,-0.7259,8.056,0.0501,29.311
2022-03-18,36.1144,5.827316,-0.7311,8.025,0.07,29.3133
2022-03-18,36.1089,5.821556,-0.7386,8.046,0.0784,29.3137
2022-03-18,36.1105,5.805122,-0.7515,8.055,0.0532,29.3119
2022-03-18,36.1123,5.813948,-0.7335,8.129,0.0685,29.3124
2022-03-18,36.1203,5.917048,-0.7195,8.192,0.0761,29.3133
2022-03-18,36.1208,5.933178,-0.7711,8.203,0.0646,29.3147
2022-03-18,36.1286,5.93631,-0.7153,8.155,0.0784,29.3133
2022-03-18,36.1374,5.913951,-0.7215,8.117,0.0601,29.3124
2022-03-19,36.1306,5.857251,-0.7336,7.945,0.0662,29.3128
2022-03-19,36.1262,5.830371,-0.7402,8.335,0.0578,29.3128
2022-03-19,36.1293,5.809116,-0.7726,8.276,0.0639,29.3165
2022-03-19,36.1318,5.822116,-0.7383,8.36,0.0288,29.311
2022-03-19,36.1202,5.908617,-0.7332,8.457,0.0646,29.3142
2022-03-19,36.1365,5.921319,-0.7201,8.409,0.0601,29.3137
2022-03-19,36.1364,5.901888,-0.7221,8.387,0.073,29.3142
2022-03-19,36.1371,5.876588,-0.7227,8.322,0.0524,29.3133
2022-03-20,36.1365,5.877984,-0.7424,8.311,0.0532,29.3128
2022-03-20,36.1357,5.870602,-0.7214,8.306,0.057,24.4289
2022-03-20,36.1349,5.852569,-0.7724,8.36,0.0669,25.853
2022-03-20,36.1347,5.870192,-0.7167,8.401,0.0295,26.1542
2022-03-20,36.1235,5.909705,-0.7292,8.348,0.041,26.0183
2022-03-20,36.0688,5.917146,-0.7271,8.414,0.0135,25.3957
2022-03-20,36.0194,5.909665,-0.7633,8.389,0.0288,25.9043
2022-03-20,36.0049,5.866867,-0.7568,8.121,0.0273,25.8191
2022-03-21,36.0189,5.861364,-0.7198,8.331,0.0097,26.1135
2022-03-21,36.0301,5.846629,-0.7414,7.797,0.0395,26.2453
2022-03-21,36.0636,5.83555,-0.7627,8.296,0.0585,26.379
2022-03-21,36.0893,5.855621,-0.7268,8.358,0.0257,26.5712
2022-03-21,36.0799,5.892539,-0.7195,8.451,0.012,26.6875
2022-03-21,36.0973,5.879941,-0.7144,8.363,0.0013,26.8477
2022-03-21,36.102,5.863026,-0.7135,8.317,0.0227,27.0299
2022-03-21,36.0985,5.843429,-0.7149,8.273,0.0128,26.6033
2022-03-22,36.0893,5.836103,-0.717,8.283,0.0135,26.6271
2022-03-22,36.0879,5.831792,-0.7577,8.299,0.0112,27.2634
2022-03-22,36.087,5.835982,-0.7323,8.291,0.0051,26.5433
2022-03-22,36.092,5.854015,-0.7293,8.41,0.0181,27.4808
2022-03-22,35.9892,5.857596,-0.7343,8.414,0.0257,27.4085
2022-03-22,35.9188,5.863756,-0.7482,8.443,0.028,27.6484
2022-03-22,35.9887,5.845939,-0.7512,8.359,0.0105,26.7612
2022-03-22,36.0357,5.82968,-0.7512,8.307,0.0273,26.6843
2022-03-23,36.0369,5.818116,-0.726,8.241,0.0234,26.3538
2022-03-23,36.0217,5.822589,-0.725,8.276,0.0166,26.2325
2022-03-23,36.0282,5.819838,-0.7132,8.242,0.0036,26.151
2022-03-23,36.0415,5.839083,-0.7057,8.304,0.0196,25.0409
2022-03-23,36.0439,5.875052,-0.698,8.413,0.0166,24.6184
2022-03-23,36.0324,5.923471,-0.6809,8.467,0.012,24.3831
2022-03-23,36.0286,5.907664,-0.6815,8.397,0.0143,24.4147
2022-03-23,36.0288,5.870007,-0.7149,8.339,0.0273,24.6916
2022-03-24,36.031,5.849628,-0.7116,8.328,0.0135,24.7667
2022-03-24,36.0249,5.832493,-0.7183,8.195,0.0196,24.7511
2022-03-24,36.0225,5.821962,-0.7127,8.279,0.0166,24.8074
2022-03-24,36.0564,5.812134,-0.6954,8.351,0.0219,25.0519
2022-03-24,36.0495,5.896535,-0.6843,8.467,0.015,25.7244
2022-03-24,36.0673,5.91506,-0.6954,8.47,0.0028,25.0615
2022-03-24,36.0721,5.886781,-0.7097,8.394,0.0173,24.818
2022-03-24,36.0726,5.850197,-0.6976,8.333,0.0021,24.8706
2022-03-25,36.0859,5.835506,-0.7173,8.306,0.0295,24.8491
2022-03-25,36.1053,5.807847,-0.73,8.329,0.0082,24.8935
2022-03-25,36.1074,5.794408,-0.7299,8.318,0.0143,24.8367
2022-03-25,36.0937,5.816727,-0.7253,8.391,0.0112,25.1984
2022-03-25,36.0708,5.915022,-0.6857,8.483,0.0166,25.1265
2022-03-25,36.0884,5.938627,-0.6801,8.513,-0.0117,24.6097
2022-03-25,36.0772,5.883584,-0.7082,8.44,0.0265,24.644
2022-03-25,36.0885,5.856333,-0.7171,8.35,0.0036,24.7296
2022-03-26,36.0857,5.84115,-0.6954,8.387,0.0173,24.763
2022-03-26,36.0995,5.823271,-0.6931,8.315,0.0097,25.0853
2022-03-26,36.0951,5.818269,-0.7195,8.353,0.0135,25.2213
2022-03-26,36.0961,5.833055,-0.6872,8.449,0.0112,25.2355
2022-03-26,36.0899,5.889265,-0.7086,8.453,0.0173,25.1407
2022-03-26,36.088,5.937041,-0.6759,8.495,-0.004,25.1357
2022-03-26,35.9277,5.907008,-0.703,8.435,0.0181,25.0588
2022-03-26,35.9409,5.860285,-0.687,8.396,0.0135,25.1586
2022-03-27,36.0406,5.842209,-0.6944,8.357,0.0089,25.2199
2022-03-27,36.0669,5.826506,-0.6946,8.3,0.0143,25.1906
2022-03-27,36.0784,5.812059,-0.6937,8.277,0.0089,25.1801
2022-03-27,36.0693,5.808404,-0.719,8.279,0.0189,25.441
2022-03-27,36.0691,5.867111,-0.689,8.384,0.0082,25.5609
2022-03-27,36.0529,5.929702,-0.695,8.385,0.0166,25.4167
2022-03-27,36.0341,5.926479,-0.68,8.3,-0.0086,25.4126
2022-03-27,36.0612,5.892242,-0.7033,8.093,0.0036,25.5564
2022-03-28,36.0757,5.846403,-0.7018,7.938,0.0051,25.6108
2022-03-28,36.0847,5.822273,-0.7134,8.135,-0.0002,25.6658
2022-03-28,36.0957,5.80725,-0.6935,8.153,0.0143,25.9079
2022-03-28,36.1053,5.78974,-0.7022,8.175,0.0143,26.1414
2022-03-28,36.107,5.842453,-0.6888,8.25,0.0212,25.9322
2022-03-28,36.0994,5.905324,-0.6969,8.252,-0.0139,21.8695
2022-03-28,36.1005,5.922757,-0.6969,8.368,0.0036,22.3364
2022-03-28,36.1089,5.899341,-0.7074,8.295,-0.0132,22.1414
2022-03-29,36.1042,5.851129,-0.6896,8.237,-0.0048,22.048
2022-03-29,36.1011,5.837443,-0.7118,8.055,0.0013,22.2481
2022-03-29,36.1063,5.814635,-0.6951,7.838,-0.0246,22.5461
2022-03-29,36.122,5.80673,-0.7008,8.367,-0.0262,22.3565
2022-03-29,36.0995,5.909271,-0.6889,8.432,-0.0315,21.6291
2022-03-29,36.1009,5.924554,-0.7035,8.461,-0.0025,21.6154
2022-03-29,36.1027,5.920305,-0.6983,8.399,-0.0277,21.6644
2022-03-29,36.1067,5.888278,-0.6808,8.325,-0.0117,21.9047
2022-03-30,36.0973,5.866483,-0.7144,8.332,-0.0071,21.9912
2022-03-30,36.0946,5.842906,-0.7172,8.335,-0.0185,21.9624
2022-03-30,36.0918,5.829342,-0.7205,8.268,-0.0048,22.0205
2022-03-30,36.0912,5.843572,-0.7061,8.458,-0.033,22.2014
2022-03-30,36.086,5.91943,-0.7328,8.532,-0.0208,21.9345
2022-03-30,36.0574,5.937841,-0.6826,8.527,0.0044,21.9354
2022-03-30,36.0835,5.906312,-0.6895,8.253,0.0082,22.1144
2022-03-30,36.0918,5.885566,-0.6954,8.402,-0.0101,22.1995
2022-03-31,36.0904,5.855273,-0.7139,8.421,-0.004,22.3286
2022-03-31,36.0934,5.845071,-0.7317,8.414,-0.0132,22.4916
2022-03-31,36.0947,5.835006,-0.7182,8.405,-0.0117,22.5635
2022-03-31,36.099,5.850948,-0.7428,8.49,-0.0078,23.1439
2022-03-31,36.0978,5.920328,-0.7066,8.561,-0.0216,23.2378
2022-03-31,36.0815,5.960691,-0.7123,8.562,0.0112,23.1984
2022-03-31,36.0465,5.92204,-0.716,8.475,-0.0094,23.3792
2022-03-31,36.0281,5.870296,-0.7455,8.359,-0.0208,23.4923
2022-04-01,36.0423,5.853438,-0.7395,8.377,-0.0231,23.831
2022-04-01,36.0149,5.839264,-0.7083,8.433,0.0135,23.9084
2022-04-01,36.04,5.825295,-0.7513,8.324,-0.0223,23.9857
2022-04-01,36.0299,5.824547,-0.7297,8.483,-0.0048,23.994
2022-04-01,35.9909,5.872578,-0.7332,8.525,-0.0101,23.9661
2022-04-01,35.9696,5.882701,-0.721,8.557,0.0395,22.677
2022-04-01,35.9724,5.878784,-0.7099,8.403,0.0379,22.7777
2022-04-01,35.9836,5.856513,-0.7293,8.379,0.028,22.8285
2022-04-02,35.994,5.835836,-0.7044,8.365,0.0082,23.4135
2022-04-02,35.9989,5.82729,-0.6974,8.344,0.028,23.7578
2022-04-02,36.0154,5.81739,-0.7293,8.304,0.012,23.5843
2022-04-02,36.0127,5.819687,-0.6891,8.468,0.0257,23.3531
2022-04-02,36.0027,5.888184,-0.6915,8.492,0.0257,23.5216
2022-04-02,35.9971,5.902812,-0.704,8.516,0.0158,23.5298
2022-04-02,36.0144,5.941217,-0.6972,8.463,0.0387,23.5078
2022-04-02,36.0168,5.889217,-0.6828,8.37,0.0273,23.6974
